Age,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
48.6,,,,,,,12.44,,,-1.190,,
48.7,,,,,,,12.43,,,-1.196,,
48.8,,,,,,,12.43,,,-1.199,,
48.9,,,,,,,12.44,,,-1.198,,
49.0,13.51,15.82,10.14,-1.017,-0.704,-1.391,12.47,14.64,9.38,-1.194,-0.901,-1.543
49.1,13.36,15.61,10.05,-1.059,-0.751,-1.410,12.52,14.70,9.43,-1.186,-0.896,-1.533
49.2,13.06,15.27,9.85,-1.132,-0.834,-1.452,12.59,14.77,9.49,-1.176,-0.887,-1.519
49.3,12.62,14.77,9.48,-1.231,-0.938,-1.539,12.67,14.85,9.56,-1.163,-0.877,-1.503
49.4,12.13,14.29,9.06,-1.338,-1.017,-1.635,12.75,14.94,9.64,-1.150,-0.866,-1.485
49.5,11.79,13.98,8.69,-1.405,-1.076,-1.718,12.85,15.04,9.74,-1.135,-0.853,-1.466
49.6,11.75,13.97,8.69,-1.396,-1.084,-1.713,12.95,15.14,9.83,-1.120,-0.840,-1.445
49.7,12.00,14.15,9.01,-1.314,-1.054,-1.631,13.05,15.24,9.94,-1.104,-0.827,-1.425
49.8,12.40,14.51,9.44,-1.196,-0.967,-1.507,13.15,15.33,10.04,-1.089,-0.813,-1.406
49.9,12.83,15.05,9.80,-1.083,-0.843,-1.425,13.24,15.42,10.13,-1.076,-0.802,-1.391
50.0,13.24,15.41,10.17,-0.990,-0.763,-1.318,13.32,15.50,10.21,-1.066,-0.793,-1.378
50.1,13.68,15.83,10.61,-0.906,-0.677,-1.217,13.38,15.56,10.28,-1.058,-0.787,-1.370
50.2,14.16,16.30,11.09,-0.818,-0.583,-1.115,13.46,15.64,10.36,-1.045,-0.776,-1.355
50.3,14.62,16.81,11.47,-0.738,-0.487,-1.046,13.56,15.74,10.46,-1.028,-0.762,-1.337
50.4,14.92,17.13,11.77,-0.698,-0.434,-1.015,13.61,15.79,10.52,-1.020,-0.757,-1.331
50.5,14.92,17.12,11.78,-0.743,-0.482,-1.046,13.66,15.84,10.56,-1.012,-0.753,-1.325
50.6,14.65,16.75,11.58,-0.857,-0.605,-1.128,13.69,15.88,10.59,-1.006,-0.751,-1.321
50.7,14.28,16.35,11.19,-0.986,-0.729,-1.258,13.71,15.90,10.62,-1.002,-0.751,-1.320
50.8,13.94,16.14,10.79,-1.101,-0.792,-1.386,13.72,15.91,10.62,-1.001,-0.753,-1.321
50.9,13.77,16.05,10.54,-1.156,-0.804,-1.459,13.72,15.91,10.62,-1.003,-0.757,-1.324
51.0,13.73,16.01,10.50,-1.149,-0.814,-1.462,13.70,15.89,10.60,-1.008,-0.764,-1.330
51.1,13.55,15.78,10.41,-1.145,-0.848,-1.459,13.67,15.87,10.58,-1.015,-0.771,-1.337
51.2,13.17,15.31,10.09,-1.165,-0.922,-1.495,13.64,15.85,10.55,-1.023,-0.779,-1.344
51.3,12.75,14.92,9.72,-1.172,-0.982,-1.528,13.61,15.83,10.52,-1.029,-0.785,-1.349
51.4,12.48,14.69,9.49,-1.139,-1.001,-1.538,13.60,15.82,10.50,-1.031,-0.787,-1.350
51.5,12.55,14.81,9.55,-1.072,-0.952,-1.488,13.60,15.83,10.50,-1.027,-0.784,-1.345
51.6,12.91,15.10,9.93,-1.009,-0.875,-1.401,13.62,15.86,10.52,-1.017,-0.774,-1.334
51.7,13.34,15.55,10.37,-0.974,-0.784,-1.326,13.66,15.91,10.56,-1.001,-0.758,-1.316
51.8,13.69,15.93,10.64,-0.970,-0.726,-1.271,13.73,15.99,10.62,-0.979,-0.737,-1.293
51.9,13.88,16.14,10.82,-0.984,-0.701,-1.249,13.80,16.08,10.69,-0.955,-0.713,-1.266
52.0,13.98,16.22,10.89,-0.991,-0.695,-1.241,13.88,16.16,10.77,-0.932,-0.690,-1.240
52.1,14.01,16.22,10.88,-0.984,-0.705,-1.245,13.95,16.24,10.83,-0.912,-0.668,-1.216
52.2,14.02,16.32,10.83,-0.963,-0.684,-1.236,14.01,16.31,10.88,-0.897,-0.650,-1.195
52.3,14.07,16.45,10.83,-0.927,-0.646,-1.214,14.05,16.36,10.91,-0.886,-0.635,-1.179
52.4,14.35,16.74,11.12,-0.842,-0.576,-1.133,14.08,16.40,10.94,-0.878,-0.623,-1.166
52.5,14.88,17.21,11.70,-0.712,-0.460,-0.988,14.11,16.43,10.95,-0.872,-0.613,-1.156
52.6,15.39,17.76,12.21,-0.589,-0.319,-0.863,14.13,16.46,10.97,-0.866,-0.604,-1.146
52.7,15.66,18.12,12.40,-0.523,-0.241,-0.807,14.15,16.49,10.98,-0.860,-0.595,-1.137
52.8,15.42,17.85,12.16,-0.565,-0.291,-0.854,14.17,16.52,10.99,-0.851,-0.585,-1.128
52.9,14.75,17.12,11.52,-0.700,-0.444,-0.982,14.20,16.56,11.00,-0.841,-0.573,-1.118
53.0,13.88,16.20,10.74,-0.883,-0.635,-1.151,14.22,16.59,11.02,-0.830,-0.560,-1.107
53.1,13.03,15.37,9.92,-1.062,-0.807,-1.319,14.25,16.62,11.04,-0.819,-0.548,-1.095
53.2,12.49,14.85,9.36,-1.180,-0.913,-1.437,14.27,16.64,11.05,-0.808,-0.537,-1.085
53.3,12.51,14.85,9.39,-1.175,-0.911,-1.433,14.28,16.66,11.06,-0.799,-0.527,-1.076
53.4,13.11,15.38,9.95,-1.045,-0.799,-1.306,14.28,16.65,11.06,-0.790,-0.519,-1.066
53.5,13.91,16.20,10.73,-0.870,-0.623,-1.149,14.28,16.64,11.05,-0.781,-0.512,-1.057
53.6,14.61,17.02,11.32,-0.720,-0.447,-1.025,14.28,16.62,11.05,-0.771,-0.507,-1.047
53.7,14.94,17.45,11.62,-0.653,-0.356,-0.960,14.27,16.59,11.05,-0.761,-0.502,-1.035
53.8,14.99,17.50,11.66,-0.653,-0.337,-0.953,14.26,16.55,11.05,-0.750,-0.498,-1.021
53.9,15.00,17.52,11.67,-0.654,-0.334,-0.935,14.26,16.52,11.07,-0.738,-0.493,-1.005
54.0,15.00,17.51,11.68,-0.637,-0.316,-0.903,14.26,16.49,11.09,-0.725,-0.489,-0.987
54.1,14.93,17.17,11.62,-0.617,-0.351,-0.873,14.27,16.46,11.12,-0.712,-0.484,-0.967
54.2,14.82,16.93,11.61,-0.591,-0.356,-0.840,14.28,16.43,11.16,-0.697,-0.479,-0.946
54.3,,,,,,,14.30,,,-0.683,,
54.4,14.56,16.73,11.19,-0.553,-0.330,-0.865,14.31,16.37,11.24,-0.668,-0.470,-0.900
54.5,14.44,16.48,11.21,-0.547,-0.370,-0.842,14.31,16.34,11.28,-0.654,-0.466,-0.877
54.6,14.30,16.26,11.25,-0.559,-0.415,-0.819,14.32,16.30,11.32,-0.639,-0.463,-0.854
54.7,14.09,15.89,11.19,-0.604,-0.494,-0.821,14.33,16.27,11.36,-0.624,-0.459,-0.830
54.8,13.76,15.48,11.05,-0.689,-0.598,-0.848,14.35,16.25,11.41,-0.607,-0.454,-0.805
54.9,13.42,15.09,10.76,-0.786,-0.690,-0.922,14.38,16.24,11.48,-0.587,-0.445,-0.777
55.0,13.21,14.88,10.54,-0.853,-0.739,-0.976,14.43,16.25,11.56,-0.564,-0.432,-0.747
55.1,13.27,14.94,10.60,-0.848,-0.725,-0.963,14.50,16.30,11.66,-0.537,-0.414,-0.713
55.2,13.65,15.28,10.96,-0.759,-0.649,-0.874,14.60,16.38,11.78,-0.506,-0.389,-0.676
55.3,14.21,15.86,11.49,-0.610,-0.512,-0.743,14.73,16.49,11.91,-0.469,-0.358,-0.635
55.4,14.77,16.44,12.06,-0.456,-0.375,-0.606,14.87,16.62,12.07,-0.427,-0.320,-0.591
55.5,15.23,16.94,12.48,-0.339,-0.262,-0.501,15.04,16.78,12.23,-0.382,-0.277,-0.545
55.6,15.58,17.36,12.80,-0.256,-0.163,-0.416,15.21,16.96,12.40,-0.334,-0.229,-0.499
55.7,15.80,17.57,13.00,-0.212,-0.115,-0.365,15.38,17.14,12.56,-0.285,-0.179,-0.452
55.8,15.86,17.64,13.08,-0.206,-0.089,-0.338,15.55,17.33,12.71,-0.235,-0.127,-0.407
55.9,15.98,17.75,13.18,-0.179,-0.050,-0.303,15.71,17.51,12.84,-0.187,-0.073,-0.365
56.0,16.17,17.89,13.34,-0.111,0.005,-0.259,15.86,17.69,12.95,-0.141,-0.022,-0.326
56.1,16.42,18.19,13.51,-0.011,0.088,-0.200,15.98,17.84,13.04,-0.099,0.026,-0.293
56.2,16.74,18.53,13.77,0.101,0.188,-0.126,16.06,17.96,13.08,-0.065,0.067,-0.267
56.3,16.90,18.70,13.90,0.173,0.252,-0.072,16.10,18.04,13.09,-0.039,0.101,-0.249
56.4,16.92,18.74,13.92,0.195,0.276,-0.054,16.10,18.07,13.05,-0.022,0.126,-0.240
56.5,16.92,18.78,13.89,0.192,0.301,-0.045,16.05,18.06,12.97,-0.013,0.143,-0.238
56.6,16.80,18.73,13.73,0.157,0.312,-0.056,15.96,18.02,12.85,-0.011,0.153,-0.244
56.7,16.54,18.64,13.38,0.100,0.303,-0.125,15.84,17.94,12.71,-0.016,0.156,-0.254
56.8,16.28,18.55,13.07,0.057,0.304,-0.182,15.70,17.83,12.54,-0.025,0.155,-0.269
56.9,16.03,18.42,12.63,0.029,0.283,-0.259,15.54,17.71,12.36,-0.038,0.150,-0.285
57.0,15.82,18.27,12.31,0.013,0.261,-0.304,15.38,17.58,12.18,-0.054,0.142,-0.304
57.1,15.55,17.95,12.11,-0.013,0.218,-0.324,15.20,17.43,11.99,-0.071,0.133,-0.323
57.2,15.10,17.46,11.76,-0.078,0.138,-0.363,15.03,17.29,11.80,-0.089,0.122,-0.342
57.3,14.48,16.80,11.26,-0.175,0.033,-0.435,14.86,17.14,11.62,-0.106,0.111,-0.360
57.4,13.86,16.19,10.61,-0.273,-0.061,-0.532,14.69,17.00,11.46,-0.123,0.100,-0.376
57.5,13.40,15.81,10.13,-0.341,-0.110,-0.597,14.54,16.87,11.30,-0.137,0.090,-0.389
57.6,13.18,15.66,9.91,-0.370,-0.119,-0.617,14.41,16.75,11.18,-0.147,0.083,-0.398
57.7,13.26,15.65,10.06,-0.344,-0.098,-0.575,14.32,16.67,11.08,-0.150,0.082,-0.401
57.8,13.51,15.82,10.38,-0.282,-0.049,-0.497,14.26,16.62,11.03,-0.146,0.088,-0.395
57.9,13.78,16.03,10.63,-0.214,0.017,-0.435,14.25,16.62,11.02,-0.133,0.102,-0.381
58.0,13.98,16.31,10.82,-0.157,0.086,-0.392,14.29,16.66,11.07,-0.111,0.126,-0.357
58.1,14.07,16.42,10.90,-0.124,0.119,-0.369,14.38,16.76,11.15,-0.080,0.158,-0.325
58.2,14.08,16.42,10.90,-0.110,0.125,-0.362,14.51,16.89,11.28,-0.042,0.198,-0.288
58.3,14.06,16.36,10.89,-0.107,0.105,-0.351,14.67,17.05,11.43,0.000,0.242,-0.246
58.4,14.03,16.33,10.92,-0.111,0.100,-0.329,14.85,17.24,11.59,0.045,0.289,-0.204
58.5,14.06,16.45,10.93,-0.102,0.128,-0.317,15.03,17.42,11.76,0.090,0.336,-0.162
58.6,14.35,16.80,11.13,-0.038,0.220,-0.281,15.21,17.61,11.93,0.133,0.381,-0.122
58.7,15.02,17.49,11.74,0.107,0.390,-0.149,15.38,17.79,12.08,0.173,0.424,-0.086
58.8,16.04,18.49,12.69,0.322,0.594,0.057,15.54,17.96,12.23,0.209,0.463,-0.054
58.9,17.07,19.49,13.62,0.541,0.790,0.263,15.68,18.12,12.36,0.241,0.498,-0.026
59.0,17.70,20.13,14.23,0.675,0.926,0.402,15.82,18.27,12.48,0.270,0.530,-0.002
59.1,17.76,20.20,14.30,0.693,0.943,0.419,15.94,18.41,12.58,0.294,0.558,0.018
59.2,17.32,19.77,13.87,0.605,0.859,0.313,16.05,18.53,12.67,0.314,0.581,0.034
59.3,16.68,19.20,13.31,0.477,0.742,0.194,16.14,18.62,12.74,0.328,0.597,0.043
59.4,16.18,18.71,12.78,0.372,0.647,0.068,16.19,18.68,12.78,0.333,0.605,0.046
59.5,15.89,18.49,12.46,0.303,0.602,-0.016,16.20,18.70,12.78,0.329,0.602,0.040
59.6,15.86,18.38,12.44,0.284,0.575,-0.027,16.16,18.66,12.74,0.315,0.587,0.025
59.7,16.01,18.48,12.69,0.297,0.572,0.015,16.07,18.58,12.65,0.288,0.560,-0.001
59.8,16.18,18.69,12.73,0.313,0.593,0.015,15.93,18.44,12.51,0.252,0.521,-0.036
59.9,16.35,18.97,12.85,0.327,0.625,0.021,15.75,18.26,12.34,0.206,0.474,-0.078
60.0,16.38,19.04,12.81,0.318,0.630,-0.018,15.55,18.06,12.14,0.155,0.421,-0.125
60.1,16.23,18.85,12.68,0.273,0.587,-0.060,15.34,17.85,11.95,0.103,0.366,-0.174
60.2,15.91,18.46,12.40,0.196,0.477,-0.123,15.15,17.66,11.76,0.052,0.313,-0.220
60.3,15.46,17.90,12.03,0.085,0.330,-0.197,14.98,17.48,11.59,0.006,0.264,-0.262
60.4,14.92,17.35,11.56,-0.041,0.196,-0.285,14.84,17.34,11.46,-0.035,0.220,-0.298
60.5,14.37,16.78,11.07,-0.160,0.061,-0.384,14.72,17.23,11.35,-0.070,0.182,-0.329
60.6,13.84,16.23,10.59,-0.271,-0.055,-0.485,14.64,17.14,11.27,-0.101,0.148,-0.355
60.7,13.35,15.75,10.15,-0.370,-0.150,-0.569,14.58,17.07,11.21,-0.126,0.120,-0.376
60.8,12.96,15.40,9.69,-0.447,-0.230,-0.662,14.54,17.03,11.17,-0.147,0.096,-0.392
60.9,12.71,15.26,9.40,-0.501,-0.265,-0.734,14.53,17.02,11.16,-0.163,0.078,-0.404
61.0,12.74,15.32,9.40,-0.504,-0.259,-0.732,14.55,17.04,11.18,-0.172,0.068,-0.411
61.1,13.21,15.72,9.88,-0.422,-0.188,-0.643,14.60,17.10,11.23,-0.174,0.065,-0.413
61.2,13.98,16.44,10.70,-0.289,-0.066,-0.498,14.78,17.29,11.39,-0.150,0.092,-0.392
61.3,14.76,17.26,11.41,-0.160,0.075,-0.385,14.97,17.49,11.56,-0.125,0.121,-0.372
61.4,15.33,17.88,11.93,-0.073,0.171,-0.309,15.15,17.69,11.72,-0.099,0.151,-0.351
61.5,15.54,18.07,12.10,-0.055,0.186,-0.305,15.35,17.89,11.90,-0.072,0.181,-0.329
61.6,15.60,18.01,12.20,-0.065,0.155,-0.299,15.55,18.10,12.07,-0.043,0.213,-0.306
61.7,15.75,18.22,12.32,-0.051,0.178,-0.291,15.75,18.32,12.26,-0.014,0.246,-0.281
61.8,16.02,18.53,12.55,-0.005,0.239,-0.248,15.96,18.54,12.45,0.017,0.280,-0.256
61.9,16.39,18.96,12.90,0.063,0.336,-0.189,16.18,18.77,12.64,0.049,0.316,-0.230
62.0,16.75,19.40,13.16,0.132,0.421,-0.151,16.40,19.00,12.84,0.082,0.353,-0.203
62.1,17.03,19.70,13.40,0.187,0.490,-0.107,16.63,19.24,13.05,0.115,0.391,-0.175
62.2,17.19,19.85,13.50,0.224,0.523,-0.092,16.86,19.49,13.25,0.150,0.430,-0.147
62.3,17.25,19.93,13.56,0.248,0.547,-0.097,17.10,19.74,13.47,0.186,0.470,-0.118
62.4,17.27,19.95,13.57,0.266,0.556,-0.101,17.34,19.99,13.68,0.222,0.511,-0.088
