Sample,Species,Type,Site,Lat,Lon,Depth,d13C_VPDB,SE_d13C_VPDB,d18O_VPDB,SE_d18O_VPDB,D47_ICDES,SE_D47_ICDES,Tpub,SE_Tpub,Twoa23,SE_Twoa23,Twoa23_500m,SE_Twoa23_500m,Tbottom_woa23,SE_Tbottom_woa23,Tk18,SE_Tk18,Tk18_500m,SE_Tk18_500m,Tiso_species_offset,Tiso_species,SE_Tiso_species,Tiso_species_500m,SE_Tiso_species_500m,Tiso_KON97,SE_Tiso_KON97,Tiso_Mulitza03,SE_Tiso_Mulitza03,Twoa23_vs_Tiso_species,Twoa23_500m_vs_Tiso_species_500m,Ref
1132,Globigerinoides ruber white,planktic,,0.20,-42.77,(0-120),,,-1.759,0.100,,,,,26.47,1.89,15.63,7.37,,,25.19,2.43,25.19,2.43,Globigerinoides ruber white,24.11,0.77,22.16,1.44,26.99,0.78,24.45,0.72,,,Arbuszewski et al. (2010)
1133,Globigerinoides ruber white,planktic,,-0.05,-25.48,(0-120),,,-1.621,0.100,,,,,23.16,3.86,14.06,6.07,,,22.79,3.24,22.79,3.24,Globigerinoides ruber white,23.09,0.77,21.59,1.21,25.96,0.78,23.49,0.72,,,Arbuszewski et al. (2010)
1134,Globigerinoides ruber white,planktic,,17.60,-65.68,(0-120),,,-2.000,0.100,,,,,26.96,1.29,20.00,5.26,,,26.22,1.61,26.22,1.61,Globigerinoides ruber white,26.24,1.03,25.54,1.25,29.16,1.04,26.45,0.96,,,Regenberg et al (2006) Steph et al 2009
1135,Globigerinoides ruber white,planktic,,-0.20,-23.15,(0-120),,,-1.702,0.100,,,,,22.60,3.95,13.90,5.86,,,22.60,3.38,22.60,3.38,Globigerinoides ruber white,23.44,0.77,21.98,1.17,26.31,0.78,23.81,0.72,,,Arbuszewski et al. (2010)
1136,Globigerinoides ruber white,planktic,,18.84,-18.77,(0-120),,,-1.550,0.100,,,,,18.44,3.35,13.38,3.29,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,23.77,0.70,22.50,1.18,26.65,0.71,24.12,0.65,,,Waelbroeck et al (2005)
1137,Globigerinoides ruber white,planktic,,-0.38,-39.13,(0-120),,,-1.376,0.100,,,,,25.65,2.51,14.57,6.98,,,25.12,2.39,25.12,2.39,Globigerinoides ruber white,22.29,0.76,20.36,1.47,25.14,0.77,22.73,0.71,,,Arbuszewski et al. (2010)
1138,Globigerinoides ruber white,planktic,,17.93,-65.44,(0-120),,,-1.640,0.100,,,,,,,,,,,26.22,1.61,26.22,1.61,Globigerinoides ruber white,24.45,1.02,23.77,1.23,27.35,1.03,24.77,0.95,,,Regenberg et al (2006) Steph et al 2009
1139,Globigerinoides ruber white,planktic,,-0.53,-17.27,(0-120),,,-1.534,0.100,,,,,21.77,4.13,13.57,5.54,,,22.06,3.66,22.06,3.66,Globigerinoides ruber white,22.42,0.76,21.17,1.12,25.28,0.77,22.86,0.71,,,Arbuszewski et al. (2010)
1140,Globigerinoides ruber white,planktic,,18.88,-16.74,(0-120),,,-1.920,0.100,,,,,18.81,3.32,18.81,3.32,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,25.59,0.71,24.31,1.19,28.51,0.71,25.84,0.66,,,Waelbroeck et al (2005)
1141,Globigerinoides ruber white,planktic,,17.67,-65.48,(0-120),,,-1.800,0.100,,,,,26.93,1.29,20.06,5.23,,,26.22,1.61,26.22,1.61,Globigerinoides ruber white,25.24,1.02,24.55,1.24,28.15,1.04,25.52,0.96,,,Regenberg et al (2006) Steph et al 2009
1142,Globigerinoides ruber white,planktic,,18.08,-18.01,(0-120),,,-1.190,0.100,,,,,18.41,3.56,13.26,3.33,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,22.01,0.69,20.76,1.16,24.86,0.70,22.47,0.64,,,Waelbroeck et al (2005)
1143,Globigerinoides ruber white,planktic,,17.57,-65.37,(0-120),,,-1.790,0.100,,,,,26.99,1.28,19.98,5.31,,,26.22,1.61,26.22,1.61,Globigerinoides ruber white,25.19,1.02,24.50,1.24,28.10,1.04,25.47,0.96,,,Regenberg et al (2006) Steph et al 2009
1144,Globigerinoides ruber white,planktic,,18.05,-18.07,(0-120),,,-1.610,0.100,,,,,18.46,3.55,13.29,3.37,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,24.06,0.70,22.79,1.18,26.95,0.71,24.40,0.65,,,Waelbroeck et al (2005)
1145,Globigerinoides ruber white,planktic,,17.04,-66.00,(0-120),,,-1.590,0.100,,,,,27.00,1.16,19.47,5.60,,,26.17,1.63,26.17,1.63,Globigerinoides ruber white,24.06,1.06,23.47,1.18,26.95,1.07,24.40,0.99,,,Regenberg et al (2006) Steph et al 2009
1146,Globigerinoides ruber white,planktic,,-5.94,103.25,(0-120),,,-3.065,0.100,,,,,26.63,3.04,15.06,6.86,,,25.38,2.90,25.38,2.90,Globigerinoides ruber white,27.52,0.79,27.37,0.75,30.48,0.80,27.66,0.74,,,Mohtadi et al. (2011)
1147,Globigerinoides ruber white,planktic,,-5.87,103.29,(0-120),,,-3.055,0.100,,,,,26.56,3.14,15.14,6.86,,,25.38,2.90,25.38,2.90,Globigerinoides ruber white,27.47,0.79,27.32,0.75,30.43,0.80,27.62,0.74,,,Mohtadi et al. (2011)
1148,Globigerinoides ruber white,planktic,,-5.48,103.01,(0-120),,,-2.950,0.100,,,,,26.94,2.96,15.28,6.97,,,25.38,2.90,25.38,2.90,Globigerinoides ruber white,26.95,0.79,26.80,0.75,29.89,0.80,27.12,0.74,,,Mohtadi et al. (2011)
1149,Globigerinoides ruber white,planktic,,41.28,17.62,(0-120),,,0.350,0.100,,,,,15.30,2.52,15.23,2.47,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,16.74,0.70,17.49,0.81,19.49,0.71,17.49,0.65,,,Sabbatini et al. (2011)
1150,Globigerinoides ruber white,planktic,,10.76,51.95,(0-120),,,-1.680,0.100,,,,,23.40,3.15,15.91,4.95,,,23.91,2.36,23.91,2.36,Globigerinoides ruber white,22.46,0.76,22.16,0.76,25.31,0.77,22.89,0.71,,,Waelbroeck et al (2005)
1151,Globigerinoides ruber white,planktic,,5.45,-21.14,(0-120),,,-1.780,0.100,,,,,22.89,5.09,14.06,5.96,,,22.09,4.11,22.09,4.11,Globigerinoides ruber white,23.77,0.85,22.41,1.09,26.65,0.86,24.13,0.79,,,Dekens et al. (2002)
1152,Globigerinoides ruber white,planktic,,41.83,17.84,(0-120),,,0.740,0.100,,,,,15.38,2.42,14.06,1.15,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,14.94,0.69,15.67,0.80,17.65,0.70,15.79,0.65,,,Sabbatini et al. (2011)
1153,Globigerinoides ruber white,planktic,,41.98,4.71,(0-120),,,0.880,0.100,,,,,14.47,2.33,13.49,1.15,,,15.11,3.06,15.11,3.06,Globigerinoides ruber white,14.57,0.66,14.75,0.66,17.27,0.66,15.44,0.61,,,Sabbatini et al. (2011)
1154,Globigerinoides ruber white,planktic,,42.04,4.15,(0-120),,,0.380,0.100,,,,,14.61,2.39,13.52,1.19,,,15.11,3.06,15.11,3.06,Globigerinoides ruber white,16.88,0.67,17.07,0.67,19.63,0.67,17.63,0.62,,,Sabbatini et al. (2011)
1155,Globigerinoides ruber white,planktic,,9.32,141.05,(0-120),,,-2.570,0.100,,,,,27.57,2.07,15.56,8.12,,,27.04,1.81,27.04,1.81,Globigerinoides ruber white,25.40,0.82,25.01,0.86,28.31,0.83,25.66,0.76,,,Waelbroeck et al (2005)
1156,Globigerinoides ruber white,planktic,,0.32,159.36,(0-120),,,-2.300,0.100,,,,,28.59,1.36,16.98,7.88,,,27.55,1.99,27.55,1.99,Globigerinoides ruber white,25.20,0.74,24.56,0.98,28.11,0.75,25.48,0.69,,,Waelbroeck et al (2005)
1157,Globigerinoides ruber white,planktic,,42.68,3.85,(0-120),,,0.600,0.100,,,,,15.47,2.54,15.47,2.54,,,14.62,3.00,14.62,3.00,Globigerinoides ruber white,15.63,0.66,15.86,0.70,18.35,0.67,16.44,0.62,,,Sabbatini et al. (2011)
1158,Globigerinoides ruber white,planktic,,40.55,13.35,(0-120),,,0.840,0.100,,,,,16.32,3.00,14.85,1.86,,,16.18,2.75,16.18,2.75,Globigerinoides ruber white,15.12,0.66,15.21,0.66,17.83,0.66,15.96,0.62,,,Sabbatini et al. (2011)
1159,Globigerinoides ruber white,planktic,,23.47,59.19,(0-120),,,-1.870,0.100,,,,,22.95,2.49,18.10,3.77,,,24.13,2.34,24.13,2.34,Globigerinoides ruber white,25.54,0.71,24.95,1.02,28.45,0.71,25.80,0.66,,,Waelbroeck et al (2005)
1160,Globigerinoides ruber white,planktic,,40.57,-30.94,(0-120),,,-0.060,0.100,,,,,17.00,1.89,14.47,1.95,,,15.67,2.10,15.67,2.10,Globigerinoides ruber white,15.82,0.66,15.63,0.69,18.54,0.67,16.62,0.62,,,Waelbroeck et al (2005)
1161,Globigerinoides ruber white,planktic,,40.08,-32.00,(0-120),,,-0.340,0.100,,,,,17.42,1.84,14.88,2.01,,,15.85,2.03,15.85,2.03,Globigerinoides ruber white,17.21,0.67,17.02,0.70,19.96,0.67,17.94,0.62,,,Waelbroeck et al (2005)
1162,Globigerinoides ruber white,planktic,,41.00,-32.00,(0-120),,,-0.420,0.100,,,,,17.13,1.74,14.65,1.91,,,15.54,1.93,15.54,1.93,Globigerinoides ruber white,17.59,0.67,17.40,0.70,20.35,0.68,18.29,0.63,,,Waelbroeck et al (2005)
1163,Globigerinoides ruber white,planktic,,42.00,-32.07,(0-120),,,-0.400,0.100,,,,,16.77,1.65,14.44,1.79,,,15.24,1.85,15.24,1.85,Globigerinoides ruber white,17.35,0.67,17.16,0.70,20.11,0.67,18.07,0.63,,,Waelbroeck et al (2005)
1164,Globigerinoides ruber white,planktic,,42.08,-32.58,(0-120),,,-0.050,0.100,,,,,16.68,1.74,14.37,1.78,,,15.24,1.85,15.24,1.85,Globigerinoides ruber white,15.72,0.66,15.54,0.69,18.45,0.67,16.53,0.62,,,Waelbroeck et al (2005)
1165,Globigerinoides ruber white,planktic,,43.08,-30.58,(0-120),,,-0.220,0.100,,,,,16.29,1.74,13.89,1.70,,,14.38,1.88,14.38,1.88,Globigerinoides ruber white,16.23,0.66,16.19,0.70,18.97,0.67,17.01,0.62,,,Waelbroeck et al (2005)
1166,Globigerinoides ruber white,planktic,,38.82,14.49,(0-120),,,0.660,0.100,,,,,16.91,3.32,15.39,2.54,,,17.84,2.74,17.84,2.74,Globigerinoides ruber white,15.81,0.66,16.18,0.70,18.54,0.67,16.62,0.62,,,Sabbatini et al. (2011)
1167,Globigerinoides ruber white,planktic,,39.69,13.58,(0-120),,,0.630,0.100,,,,,16.45,3.27,15.12,2.32,,,16.18,2.75,16.18,2.75,Globigerinoides ruber white,16.09,0.66,16.18,0.66,18.82,0.67,16.88,0.62,,,Sabbatini et al. (2011)
1168,Globigerinoides ruber white,planktic,,40.58,11.71,(0-120),,,0.490,0.100,,,,,15.90,3.06,14.60,1.61,,,15.98,2.80,15.98,2.80,Globigerinoides ruber white,16.74,0.67,16.83,0.67,19.48,0.67,17.49,0.62,,,Sabbatini et al. (2011)
1169,Globigerinoides ruber white,planktic,,21.36,-158.19,(0-120),,,-1.848,0.100,,,,,,,,,,,23.70,1.56,23.70,1.56,Globigerinoides ruber white,22.98,0.70,21.68,1.21,25.85,0.70,23.39,0.65,,,Waelbroeck et al (2005)
1170,Globigerinoides ruber white,planktic,,21.34,158.17,(0-120),,,-1.819,0.100,,,,,25.97,1.75,18.08,5.78,,,25.00,2.03,25.00,2.03,Globigerinoides ruber white,21.72,0.69,21.29,0.83,24.56,0.70,22.20,0.64,,,Waelbroeck et al (2005)
1171,Globigerinoides ruber white,planktic,,40.36,11.81,(0-120),,,0.190,0.100,,,,,16.00,3.09,14.54,1.45,,,15.98,2.80,15.98,2.80,Globigerinoides ruber white,18.15,0.67,18.24,0.67,20.92,0.68,18.82,0.63,,,Sabbatini et al. (2011)
1172,Globigerinoides ruber white,planktic,,38.41,13.17,(0-120),,,0.620,0.100,,,,,16.50,3.13,15.05,2.16,,,17.10,2.75,17.10,2.75,Globigerinoides ruber white,16.00,0.66,16.18,0.70,18.73,0.67,16.79,0.62,,,Sabbatini et al. (2011)
1173,Globigerinoides ruber white,planktic,,39.06,15.40,(0-120),,,0.420,0.100,,,,,16.68,2.97,15.07,2.07,,,17.84,2.74,17.84,2.74,Globigerinoides ruber white,16.93,0.67,17.30,0.70,19.68,0.67,17.67,0.62,,,Sabbatini et al. (2011)
1174,Globigerinoides ruber white,planktic,,37.32,3.57,(0-120),,,0.280,0.100,,,,,16.49,2.96,13.76,1.61,,,16.19,3.00,16.19,3.00,Globigerinoides ruber white,16.93,0.67,17.39,0.77,19.68,0.67,17.67,0.62,,,Sabbatini et al. (2011)
1175,Globigerinoides ruber white,planktic,,37.32,3.57,(0-120),,,-0.430,0.100,,,,,16.49,2.96,13.76,1.61,,,16.19,3.00,16.19,3.00,Globigerinoides ruber white,20.28,0.68,20.76,0.79,23.09,0.69,20.84,0.64,,,Sabbatini et al. (2011)
1176,Globigerinoides ruber white,planktic,,41.52,17.98,(0-120),,,0.210,0.100,,,,,15.43,2.52,14.08,1.24,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,17.40,0.70,18.15,0.82,20.15,0.71,18.11,0.66,,,Sabbatini et al. (2011)
1177,Globigerinoides ruber white,planktic,,39.95,1.56,(0-120),,,0.540,0.100,,,,,15.16,3.12,13.60,1.52,,,16.08,3.07,16.08,3.07,Globigerinoides ruber white,15.12,0.66,15.95,0.84,17.83,0.66,15.96,0.62,,,Sabbatini et al. (2011)
1178,Globigerinoides ruber white,planktic,,-5.20,11.33,(0-120),,,-2.190,0.100,,,,,19.81,3.26,13.54,4.75,,,20.18,4.02,20.18,4.02,Globigerinoides ruber white,24.02,0.89,23.92,0.85,26.90,0.90,24.36,0.83,,,Waelbroeck et al (2005)
1179,Globigerinoides ruber white,planktic,,-13.09,121.35,(0-120),,,-2.610,0.100,,,,,27.02,1.96,16.27,7.37,,,26.24,2.23,26.24,2.23,Globigerinoides ruber white,25.50,0.71,25.06,0.82,28.41,0.71,25.76,0.66,,,Waelbroeck et al (2005)
1180,Globigerinoides ruber white,planktic,,-4.97,61.67,(0-120),,,-1.540,0.100,,,,,23.54,4.64,14.07,5.77,,,24.47,3.08,24.47,3.08,Globigerinoides ruber white,21.25,0.72,20.62,0.79,24.08,0.73,21.75,0.67,,,Waelbroeck et al (2005)
1181,Globigerinoides ruber white,planktic,,8.35,75.20,(0-120),,,-2.630,0.100,,,,,25.21,3.81,15.73,6.06,,,24.43,2.70,24.43,2.70,Globigerinoides ruber white,26.20,1.21,26.10,0.90,29.12,1.22,26.41,1.13,,,Waelbroeck et al (2005)
1182,Globigerinoides ruber white,planktic,,6.24,78.40,(0-120),,,-2.140,0.100,,,,,25.27,3.36,15.47,5.98,,,24.59,2.67,24.59,2.67,Globigerinoides ruber white,23.58,0.97,23.77,0.85,26.45,0.98,23.95,0.91,,,Waelbroeck et al (2005)
1183,Globigerinoides ruber white,planktic,,12.33,73.84,(0-120),,,-2.160,0.100,,,,,25.50,3.85,16.05,5.94,,,24.27,3.01,24.27,3.01,Globigerinoides ruber white,25.20,0.90,24.56,0.93,28.11,0.91,25.47,0.84,,,Waelbroeck et al (2005)
1184,Globigerinoides ruber white,planktic,,13.08,73.19,(0-120),,,-2.180,0.100,,,,,25.64,3.60,16.35,5.92,,,24.16,3.04,24.16,3.04,Globigerinoides ruber white,25.25,0.90,24.66,0.93,28.16,0.91,25.52,0.84,,,Waelbroeck et al (2005)
1185,Globigerinoides ruber white,planktic,,14.27,50.31,(0-120),,,-1.890,0.100,,,,,22.87,3.58,16.73,4.35,,,24.11,2.30,24.11,2.30,Globigerinoides ruber white,24.41,0.74,23.87,0.81,27.30,0.74,24.73,0.69,,,Waelbroeck et al (2005)
1186,Globigerinoides ruber white,planktic,,12.52,46.49,(0-120),,,-1.820,0.100,,,,,23.62,4.03,17.66,4.60,,,23.34,2.36,23.34,2.36,Globigerinoides ruber white,24.36,0.77,23.82,0.89,27.25,0.78,24.68,0.72,,,Waelbroeck et al (2005)
1187,Globigerinoides ruber white,planktic,,10.21,95.05,(0-120),,,-3.280,0.100,,,,,26.17,2.76,15.49,6.50,,,25.26,3.01,25.26,3.01,Globigerinoides ruber white,28.56,0.72,28.86,0.76,31.53,0.73,28.64,0.67,,,Waelbroeck et al (2005)
1188,Globigerinoides ruber white,planktic,,11.76,94.15,(0-120),,,-3.100,0.100,,,,,26.17,3.00,15.57,6.57,,,25.07,2.92,25.07,2.92,Globigerinoides ruber white,27.50,0.75,27.85,0.76,30.45,0.76,27.64,0.70,,,Waelbroeck et al (2005)
1189,Globigerinoides ruber white,planktic,,7.30,76.43,(0-120),,,-2.590,0.100,,,,,25.39,3.49,15.60,6.08,,,24.43,2.70,24.43,2.70,Globigerinoides ruber white,26.00,1.20,25.90,0.90,28.92,1.22,26.22,1.13,,,Waelbroeck et al (2005)
1190,Globigerinoides ruber white,planktic,,10.47,75.23,(0-120),,,-2.620,0.100,,,,,25.34,3.72,18.69,5.94,,,24.40,2.87,24.40,2.87,Globigerinoides ruber white,27.04,0.87,26.34,0.90,29.99,0.88,27.21,0.81,,,Waelbroeck et al (2005)
1191,Globigerinoides ruber white,planktic,,16.33,67.54,(0-120),,,-1.350,0.100,,,,,25.77,2.37,17.53,5.43,,,25.41,2.16,25.41,2.16,Globigerinoides ruber white,21.20,0.72,20.48,0.83,24.03,0.73,21.70,0.67,,,Waelbroeck et al (2005)
1192,Globigerinoides ruber white,planktic,,18.47,89.42,(0-120),,,-2.750,0.100,,,,,25.67,2.86,15.52,6.28,,,24.35,2.61,24.35,2.61,Globigerinoides ruber white,23.93,1.28,25.60,1.34,26.81,1.30,24.28,1.20,,,Waelbroeck et al (2005)
1193,Globigerinoides ruber white,planktic,,-19.58,37.04,(0-120),,,-2.150,0.100,,,,,24.26,2.43,21.14,4.11,,,24.11,2.29,24.11,2.29,Globigerinoides ruber white,24.31,0.70,23.82,0.81,27.20,0.71,24.64,0.65,,,Waelbroeck et al (2005)
1194,Globigerinoides ruber white,planktic,,38.10,17.29,(0-120),,,0.770,0.100,,,,,17.12,3.13,15.06,1.99,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,14.80,0.69,15.53,0.80,17.51,0.70,15.66,0.65,,,Sabbatini et al. (2011)
1195,Globigerinoides ruber white,planktic,,32.23,33.75,(0-120),,,-0.080,0.100,,,,,19.00,2.68,16.31,2.34,,,20.04,2.36,20.04,2.36,Globigerinoides ruber white,20.85,0.69,20.71,0.72,23.67,0.69,21.37,0.64,,,Waelbroeck et al (2005)
1196,Globigerinoides ruber white,planktic,,41.50,17.97,(0-120),,,0.840,0.100,,,,,15.46,2.58,14.09,1.27,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,14.48,0.69,15.21,0.80,17.18,0.69,15.35,0.64,,,Sabbatini et al. (2011)
1197,Globigerinoides ruber white,planktic,,41.28,17.62,(0-120),,,0.660,0.100,,,,,15.33,2.54,15.26,2.50,,,16.42,2.46,16.42,2.46,Globigerinoides ruber white,15.30,0.69,16.04,0.80,18.02,0.70,16.14,0.65,,,Waelbroeck et al (2005)
1198,Globigerinoides ruber white,planktic,,2.15,76.36,(0-120),,,-0.660,0.100,,,,,26.02,3.49,15.63,6.48,,,25.42,2.51,25.42,2.51,Globigerinoides ruber white,17.35,0.85,16.70,0.85,20.11,0.86,18.07,0.80,,,Waelbroeck et al (2005)
1199,Globigerinoides ruber white,planktic,,5.06,73.88,(0-120),,,-2.490,0.100,,,,,26.08,3.46,15.73,6.38,,,24.99,2.57,24.99,2.57,Globigerinoides ruber white,26.34,1.03,25.60,0.94,29.27,1.04,26.55,0.96,,,Waelbroeck et al (2005)
1200,Globigerinoides ruber white,planktic,,2.09,76.12,(0-120),,,-2.460,0.100,,,,,26.21,3.45,15.67,6.56,,,25.42,2.51,25.42,2.51,Globigerinoides ruber white,26.04,0.90,25.35,0.90,28.97,0.91,26.27,0.84,,,Waelbroeck et al (2005)
1201,Globigerinoides ruber white,planktic,,46.80,-8.67,(0-120),,,0.350,0.100,,,,,13.03,1.65,11.85,1.07,,,12.23,2.27,12.23,2.27,Globigerinoides ruber white,13.25,0.68,13.43,0.65,15.92,0.69,14.19,0.64,,,Waelbroeck et al (2005)
1202,Globigerinoides ruber white,planktic,,37.75,-20.19,(0-120),,,-0.120,0.100,,,,,17.20,2.03,13.94,2.19,,,17.61,2.04,17.61,2.04,Globigerinoides ruber white,15.86,0.66,15.72,0.66,18.59,0.67,16.66,0.62,,,Waelbroeck et al (2005)
1203,Globigerinoides ruber white,planktic,,-9.91,144.66,(0-120),,,-2.510,0.100,,,,,25.99,1.40,20.68,4.65,,,24.83,1.97,24.83,1.97,Globigerinoides ruber white,25.95,0.86,25.95,0.86,28.87,0.87,26.18,0.80,,,Waelbroeck et al (2005)
1204,Globigerinoides ruber white,planktic,,12.68,119.45,(0-120),,,-3.100,0.100,,,,,25.77,3.10,15.58,6.60,,,26.34,2.08,26.34,2.08,Globigerinoides ruber white,26.90,1.12,27.15,1.12,29.84,1.14,27.08,1.05,,,Waelbroeck et al (2005)
1205,Globigerinoides ruber white,planktic,,-7.61,-167.96,(0-120),,,-1.640,0.100,,,,,28.95,0.55,18.50,8.32,,,28.44,1.32,28.44,1.32,Globigerinoides ruber white,22.26,0.69,21.34,1.12,25.11,0.70,22.71,0.65,discordant,,Dekens et al. (2002)
1206,Globigerinoides ruber white,planktic,,6.64,-21.90,(0-120),,,-0.940,0.100,,,,,21.87,5.03,13.71,5.41,,,21.86,4.21,21.86,4.21,Globigerinoides ruber white,19.71,0.82,18.43,1.06,22.51,0.83,20.30,0.77,,,Dekens et al. (2002)
1207,Globigerinoides ruber white,planktic,,-8.52,128.15,(0-120),,,-2.790,0.100,,,,,25.91,2.59,15.43,6.94,,,26.17,2.24,26.17,2.24,Globigerinoides ruber white,26.25,0.75,26.00,0.78,29.18,0.75,26.46,0.70,,,Waelbroeck et al (2005)
1208,Globigerinoides ruber white,planktic,,40.60,5.29,(0-120),,,0.210,0.100,,,,,15.43,3.09,13.60,1.47,,,15.24,3.05,15.24,3.05,Globigerinoides ruber white,17.63,0.67,17.86,0.71,20.39,0.68,18.33,0.63,,,Sabbatini et al. (2011)
1209,Globigerinoides ruber white,planktic,,36.79,0.48,(0-120),,,0.720,0.100,,,,,16.05,2.76,13.68,1.44,,,16.08,3.07,16.08,3.07,Globigerinoides ruber white,14.29,0.66,15.12,0.84,16.99,0.66,15.18,0.61,,,Sabbatini et al. (2011)
1210,Globigerinoides ruber white,planktic,,35.33,-8.02,(0-120),,,-0.170,0.100,,,,,17.74,1.81,14.44,2.43,,,17.24,2.25,17.24,2.25,Globigerinoides ruber white,16.93,0.74,17.40,0.89,19.68,0.74,17.67,0.69,,,Sabbatini et al. (2011)
1211,Globigerinoides ruber white,planktic,,1.13,129.79,(0-120),,,-2.560,0.100,,,,,27.56,1.90,16.75,7.34,,,26.82,2.10,26.82,2.10,Globigerinoides ruber white,25.20,0.86,24.96,0.94,28.11,0.87,25.48,0.80,,,Xu et al. (2010)
1212,Globigerinoides ruber white,planktic,,-40.81,13.72,(0-120),,,0.280,0.100,,,,,13.47,1.07,10.62,2.10,,,14.07,1.18,14.07,1.18,Globigerinoides ruber white,11.30,0.64,11.35,0.67,13.94,0.65,12.35,0.60,,,Waelbroeck et al (2005)
1213,Globigerinoides ruber white,planktic,,-40.81,13.72,(0-120),,,0.194,0.100,,,,,13.47,1.07,10.62,2.10,,,14.07,1.18,14.07,1.18,Globigerinoides ruber white,11.69,0.64,11.73,0.68,14.34,0.65,12.72,0.60,,,Waelbroeck et al (2005)
1214,Globigerinoides ruber white,planktic,,-40.81,13.72,(0-120),,,0.740,0.100,,,,,13.47,1.07,10.62,2.10,,,14.07,1.18,14.07,1.18,Globigerinoides ruber white,9.25,0.63,9.30,0.66,11.86,0.64,10.41,0.59,discordant,,Waelbroeck et al (2005)
1215,Globigerinoides ruber white,planktic,,-40.81,13.72,(0-120),,,-0.290,0.100,,,,,13.47,1.07,10.62,2.10,,,14.07,1.18,14.07,1.18,Globigerinoides ruber white,13.88,0.65,13.93,0.69,16.57,0.66,14.79,0.61,,,Waelbroeck et al (2005)
1216,Globigerinoides ruber white,planktic,,2.46,-19.76,(0-120),,,-1.600,0.100,,,,,22.70,4.91,13.93,5.96,,,22.26,3.81,22.26,3.81,Globigerinoides ruber white,22.79,0.77,21.49,1.08,25.65,0.77,23.21,0.72,,,Dekens et al. (2002)
1217,Globigerinoides ruber white,planktic,,5.26,-21.71,(0-120),,,-1.710,0.100,,,,,23.03,4.97,14.15,6.05,,,22.09,4.11,22.09,4.11,Globigerinoides ruber white,23.43,0.85,22.07,1.09,26.30,0.86,23.80,0.79,,,Dekens et al. (2002)
1218,Globigerinoides ruber white,planktic,,18.43,-21.08,(0-120),,,-1.440,0.100,,,,,19.70,2.65,14.04,3.72,,,20.91,2.17,20.91,2.17,Globigerinoides ruber white,23.28,0.70,22.02,1.13,26.15,0.70,23.66,0.65,,,Dekens et al. (2002)
1219,Globigerinoides ruber white,planktic,,-2.48,-82.99,(0-120),,,-1.400,0.100,,,,,18.20,2.72,12.96,3.65,,,19.95,4.10,19.95,4.10,Globigerinoides ruber white,19.67,0.71,19.48,0.75,22.47,0.72,20.26,0.67,,,Dekens et al. (2002)
1220,Globigerinoides ruber white,planktic,,-2.32,-86.24,(0-120),,,-0.860,0.100,,,,,18.00,3.04,12.81,3.57,,,19.68,3.89,19.68,3.89,Globigerinoides ruber white,17.21,0.70,16.98,0.74,19.97,0.71,17.94,0.66,,,Dekens et al. (2002)
1221,Globigerinoides ruber white,planktic,,-2.24,-86.58,(0-120),,,-1.120,0.100,,,,,18.28,3.20,12.94,3.73,,,19.68,3.89,19.68,3.89,Globigerinoides ruber white,18.44,0.71,18.20,0.74,21.21,0.71,19.10,0.66,,,Dekens et al. (2002)
1222,Globigerinoides ruber white,planktic,,2.26,-90.95,(0-120),,,-1.870,0.100,,,,,20.23,4.50,13.30,4.71,,,19.96,4.23,19.96,4.23,Globigerinoides ruber white,21.88,0.73,21.73,0.73,24.72,0.73,22.34,0.68,,,Dekens et al. (2002)
1223,Globigerinoides ruber white,planktic,,-41.13,13.48,(0-120),,,0.343,0.100,,,,,13.06,1.06,10.36,2.06,,,12.79,1.13,12.79,1.13,Globigerinoides ruber white,10.71,0.64,10.84,0.67,13.34,0.64,11.79,0.60,,,Waelbroeck et al (2005)
1224,Globigerinoides ruber white,planktic,,-41.13,13.48,(0-120),,,0.540,0.100,,,,,13.06,1.06,10.36,2.06,,,12.79,1.13,12.79,1.13,Globigerinoides ruber white,9.83,0.64,9.96,0.67,12.44,0.64,10.95,0.60,discordant,,Waelbroeck et al (2005)
1225,Globigerinoides ruber white,planktic,,4.87,-43.20,(0-120),,,-2.120,0.100,,,,,26.14,2.47,14.11,7.48,,,25.23,2.49,25.23,2.49,Globigerinoides ruber white,25.94,0.78,23.92,1.46,28.86,0.79,26.17,0.73,,,Dekens et al. (2002)
1226,Globigerinoides ruber white,planktic,,2.81,-89.85,(0-120),,,-1.880,0.100,,,,,20.60,4.76,13.28,4.85,,,19.99,4.26,19.99,4.26,Globigerinoides ruber white,21.88,0.73,21.78,0.73,24.72,0.73,22.34,0.68,,,Dekens et al. (2002)
1227,Globigerinoides ruber white,planktic,,0.32,159.36,(0-120),,,-2.400,0.100,,,,,28.59,1.36,16.98,7.88,,,27.55,1.99,27.55,1.99,Globigerinoides ruber white,25.70,0.74,25.05,0.98,28.61,0.75,25.94,0.69,,,Dekens et al. (2002)
