Sample,Ref,d18Osw,sd18Osw,T,sT
2566,Elderfield and Ganssen (2000),0.15,0.15,9.79,1.38
2567,Waelbroeck et al (2005),0.88,0.17,20.80,2.99
2568,Waelbroeck et al (2005),0.72,0.17,21.90,4.74
2569,Elderfield and Ganssen (2000),0.36,0.12,11.09,1.41
2570,Elderfield and Ganssen (2000),0.59,0.10,12.40,2.08
2571,Waelbroeck et al (2005),0.86,0.11,18.03,1.88
2572,Elderfield and Ganssen (2000),0.61,0.10,13.01,2.14
2573,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2574,Elderfield and Ganssen (2000),0.67,0.10,15.26,2.67
2575,Elderfield and Ganssen (2000),0.68,0.10,14.31,2.27
2576,Elderfield and Ganssen (2000),0.79,0.10,16.37,2.24
2577,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2578,Elderfield and Ganssen (2000),0.57,0.11,12.20,1.95
2579,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2580,Elderfield and Ganssen (2000),0.61,0.10,13.01,2.14
2581,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2582,Elderfield and Ganssen (2000),0.64,0.10,14.11,2.46
2583,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2584,Elderfield and Ganssen (2000),0.67,0.10,15.26,2.67
2585,Waelbroeck et al (2005),0.85,0.11,17.43,1.88
2586,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2587,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2588,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2589,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2590,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2591,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2592,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2593,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2594,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2595,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2596,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2597,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2598,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2599,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2600,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2601,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2602,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2603,Mohtadi et al. (2011),0.25,0.10,22.77,5.38
2604,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2605,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2606,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2607,Mohtadi et al. (2011),0.24,0.10,22.75,5.41
2608,Waelbroeck et al (2005),0.88,0.13,19.14,2.89
2609,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2610,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2611,Waelbroeck et al (2005),0.88,0.12,18.92,2.56
2612,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2613,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2614,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2615,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2616,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2617,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2618,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2619,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2620,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2621,Waelbroeck et al (2005),0.73,0.14,18.83,3.91
2622,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2623,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2624,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2625,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2626,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2627,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2628,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2629,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2630,Mohtadi et al. (2011),0.26,0.10,22.76,5.33
2631,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2632,Mohtadi et al. (2011),0.25,0.10,22.78,5.37
2633,Waelbroeck et al (2005),0.60,0.16,18.51,4.79
2634,Waelbroeck et al (2005),0.72,0.18,22.07,4.98
2635,Mohtadi et al. (2011),0.15,0.11,22.62,5.17
