Sample,Ref,d18Osw,sd18Osw,T,sT
2569,Elderfield and Ganssen (2000),0.39,0.11,10.17,1.50
2570,Elderfield and Ganssen (2000),0.59,0.10,11.55,1.68
2571,Waelbroeck et al (2005),0.79,0.12,15.31,2.79
2572,Elderfield and Ganssen (2000),0.61,0.10,11.95,1.80
2573,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2574,Elderfield and Ganssen (2000),0.64,0.10,13.00,2.65
2575,Elderfield and Ganssen (2000),0.65,0.10,12.81,2.07
2576,Elderfield and Ganssen (2000),0.74,0.12,14.44,2.34
2577,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2578,Elderfield and Ganssen (2000),0.58,0.10,11.46,1.59
2579,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2580,Elderfield and Ganssen (2000),0.61,0.10,11.95,1.80
2581,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2582,Elderfield and Ganssen (2000),0.62,0.10,12.43,2.24
2583,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2584,Elderfield and Ganssen (2000),0.64,0.10,13.00,2.65
2585,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
2586,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2587,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2588,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2589,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2590,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2591,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2592,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2593,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2594,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2595,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2596,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2597,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2598,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2599,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2600,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2601,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2602,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2603,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2604,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2605,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2606,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2607,Mohtadi et al. (2011),0.23,0.10,16.28,6.43
2608,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
2609,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2610,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2611,Waelbroeck et al (2005),0.69,0.20,15.09,3.81
2612,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2613,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2614,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2615,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2616,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2617,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2618,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2619,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2620,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2621,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
2622,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2623,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2624,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2625,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2626,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2627,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2628,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2629,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2630,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
2631,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2632,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
2633,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
2634,Waelbroeck et al (2005),0.45,0.29,15.54,6.85
2635,Mohtadi et al. (2011),0.09,0.12,14.96,7.25
